id,date,text,views,forwards,replies,reactions,hour,weekday,love_reactions,total_reactions
20344,2025-08-17 06:02:00+00:00,"Зачем себя ограничивать, правильно?

Успей использовать промокод до конца дня!",93388,71,48,"{""ReactionEmoji(emoticon='❤')"": 817, ""ReactionEmoji(emoticon='😁')"": 411, 'ReactionCustomEmoji(document_id=5294214784856649592)': 294, ""ReactionEmoji(emoticon='😍')"": 64, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='🔥')"": 21, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 14}",6,6,817,1661
18623,2025-05-10 15:05:34+00:00,"Ловим солнечные дни на пикнике💚 Если у вас сейчас дожди и холодно, устройте его прямо дома или в беседке с электрокамином!

В комментариях к посту уже добавили два стартерпака: для интровертов и для тех, кто хочет провести пикник с друзьями.

Реклама",127063,34,19,"{""ReactionEmoji(emoticon='❤')"": 674, 'ReactionCustomEmoji(document_id=5246778936951602392)': 284, ""ReactionEmoji(emoticon='🔥')"": 157, ""ReactionEmoji(emoticon='😍')"": 55, ""ReactionEmoji(emoticon='👍')"": 44, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='⚡')"": 8, ""ReactionEmoji(emoticon='😇')"": 7}",15,5,674,1241
20141,2025-08-04 11:31:44+00:00,Вот бы у вас 1м был  на канале,95305,3,39,"{""ReactionEmoji(emoticon='❤')"": 952, 'ReactionCustomEmoji(document_id=5292238301036559394)': 708, ""ReactionEmoji(emoticon='👍')"": 272, ""ReactionEmoji(emoticon='😁')"": 101, ""ReactionEmoji(emoticon='🔥')"": 44, ""ReactionEmoji(emoticon='⚡')"": 26, ""ReactionEmoji(emoticon='😍')"": 25, ""ReactionEmoji(emoticon='😇')"": 21}",11,0,952,2149
18584,2025-05-06 12:49:06+00:00,"Запустили тг-бот совместно с Vivienne Sabó: тебя уже ждет промокод на доп. скидку −30% и розыгрыш лимитированных призов⛈️

Переходи в бот @VSquestBot и проходи 4 мини-квиза — тогда ты получишь промокод на покупку продуктов бренда от 299 ₽ и билет на участие в конкурсе. Если хочешь повысить свои шансы на победу, выполни от одного до трех дополнительных заданий в боте! 

Заодно делимся своим мейком средствами Vivienne Sabó: как раз купили их по промокоду.

👉 Консилер 
👉 Масло для губ 
👉 Жидкая подводка для глаз
👉 Тушь 

Акция действует до 18 мая, все подробности можно узнать здесь.

Реклама",117561,144,37,"{""ReactionEmoji(emoticon='👍')"": 402, ""ReactionEmoji(emoticon='❤')"": 310, 'ReactionCustomEmoji(document_id=5292271900565718304)': 194, ""ReactionEmoji(emoticon='😁')"": 57, ""ReactionEmoji(emoticon='🔥')"": 18, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😇')"": 10}",12,1,310,1014
20986,2025-09-16 12:46:53+00:00,"Уход для деликатной зоны Saforelle стал любимым после первого применения🩶

Этот бренд — № 1 во Франции в категории средств для интимной гигиены! Все благодаря мягким формулам с естественным уровнем pH, без мыла и раздражающих веществ. Формулы Saforelle разработаны на основе природных компонентов, они успокаивают, смягчают и идеально подходят для чувствительной кожи. 

В Золотом Яблоке можно купить:

➕ гель Экстра Свежесть для  интимной гигиены на каждый день — бережно очищает, не сушит кожу, устраняет неприятные запахи и дарит ощущение свежести сразу после применения

➕ увлажняющий крем для интимного ухода после душа или эпиляции — легкий, успокаивает и смягчает кожу, быстро впитывается, не оставляет следов на белье

➕ детский гель Miss с мягким составом для чувствительной кожи малышей — можно использовать с 2 лет, подходит для купания и ухода за интимной зоной 

Реклама",68537,72,17,"{""ReactionEmoji(emoticon='❤')"": 394, 'ReactionCustomEmoji(document_id=5294214784856649592)': 211, ""ReactionEmoji(emoticon='👍')"": 109, ""ReactionEmoji(emoticon='🔥')"": 49, ""ReactionEmoji(emoticon='😁')"": 11, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='😇')"": 8, ""ReactionEmoji(emoticon='⚡')"": 6}",12,1,394,799
18485,2025-04-30 18:33:06+00:00,"Привет! Я Вика, руководитель SMM-отдела в Золотом Яблоке. В этом посте я уже делилась с вами своими фаворитами для волос, а сейчас мы вместе сделаем распаковку моего последнего заказа👇🏼

 👉 Любимая маска для области вокруг глаз Clé de Peau Beauté. Ее эффект оправдывает любую цену! Внутри упаковки 6 штук, я пользуюсь ими раз в месяц, чтобы убрать следы усталости и разгладить морщинки. Дарила маску маме на Новый год, она тоже была в восторге. 

👉 Для меня очень важно, чтобы тушь хорошо подкручивала мои очень прямые ресницы и не осыпалась в течение дня, поэтому повторяю эту находку Shiseido уже в пятый раз.  Она идеально справляется! Обязательно перед нанесением туши использую керлер, а после — немного расчесываю специальной щеточкой.  

👉 Я очень серьезно отношусь к здоровью и делаю чекапы раз в полгода. Нехватку витаминов всегда регулирую питанием + БАДами*. Новинка в моем заказе — капсулы YOUSHOU с витаминами группы B, черникой и травами. Я не ем продукты животного происхождения, поэтому такая добавка идеально дополняет мое питание.  

👉 Раздел «Украшения» — мой второй любимый после категории «Волосы». В этом заказе у меня идеальный аксессуар к летним образам — бусы Veltom из натурального жемчуга. Планирую носить их с базовой футболкой и джинсами, а также с вечерними нарядами.  

Делитесь, что было в ваших последних заказах, и рассказывайте, что понравилось из моего! Буду все читать🤓

* БАДы не являются лекарственным средством.

Реклама",120313,45,55,"{'ReactionCustomEmoji(document_id=5343638107403087029)': 566, ""ReactionEmoji(emoticon='❤')"": 393, ""ReactionEmoji(emoticon='🔥')"": 177, ""ReactionEmoji(emoticon='👍')"": 114, ""ReactionEmoji(emoticon='😁')"": 21, ""ReactionEmoji(emoticon='😍')"": 14}",18,2,393,1285
20173,2025-08-06 13:02:40+00:00,"Начинаем стрим⚡️ Вместе с Катей Кеняйкиной изучим философию корейского бренда Dear, Klairs, который получил 155 наград в мире бьюти! 

Подключайтесь и участвуйте в розыгрыше.",78192,4,0,"{""ReactionEmoji(emoticon='❤')"": 367, 'ReactionCustomEmoji(document_id=5292238301036559394)': 178, ""ReactionEmoji(emoticon='😍')"": 82, ""ReactionEmoji(emoticon='🔥')"": 56, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😇')"": 6}",13,2,367,735
19087,2025-06-02 13:50:12+00:00,"Всего за 5 лет косметика бренда завоевала 120 наград — это рекорд🔥

Продукты Augustinus Bader отметили журналы Esquire, Vogue, Instyle, Harper's Bazaar и тысячи покупателей по всему миру. Секрет успеха — в запатентованном комплексе TFC8, который разработал создатель бренда, ученый Августинус Бадер.  Он состоит из аминокислот, витаминов и пептидов, которые естественным образом содержатся в коже.

TFC8 в сочетании с другими активами буквально тренирует клетки кожи, чтобы они дольше сохраняли активность и здоровье. За счет этого уменьшается количество и глубина морщинок, а кожа просто сияет🌟

— Увлажняющий крем  
— Бальзам для губ  
— Крем для глаз 
— Патчи для глаз

Реклама",118352,74,20,"{""ReactionEmoji(emoticon='❤')"": 548, 'ReactionCustomEmoji(document_id=5328140791657297056)': 208, ""ReactionEmoji(emoticon='👍')"": 136, ""ReactionEmoji(emoticon='😍')"": 47, ""ReactionEmoji(emoticon='🔥')"": 14, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='⚡')"": 11, ""ReactionEmoji(emoticon='😇')"": 1}",13,0,548,978
19461,2025-06-27 16:11:49+00:00,"Список победителей в конкурсе можно посмотреть в боте @GAShoppingBot, нажав кнопку /winners

Поздравляем победителей💚
100 000 бонусов — @IrinaGracheva007
Большой бьюти бокс — @martynovvaa и @ynvaaaa",90464,36,223,"{""ReactionEmoji(emoticon='❤')"": 427, 'ReactionCustomEmoji(document_id=5294214784856649592)': 227, ""ReactionEmoji(emoticon='🔥')"": 118, ""ReactionEmoji(emoticon='👍')"": 80, ""ReactionEmoji(emoticon='😁')"": 25, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😇')"": 9, ""ReactionEmoji(emoticon='😍')"": 8}",16,4,427,903
18032,2025-04-05 10:07:10+00:00,"В апреле запланировали для вас множество полезных стримов и уже позвали крутых спикеров! Скоро поделимся анонсами, а пока самое время посмотреть записи с марта: 

— секреты трендовой укладки на каре от блогера Ирины Плешковой 

— «макияж без макияжа» от визажиста и блогера Александры Пославской

— уход 25+ на весну от врача-дерматолога Ирины Гнединой 

— идеи весеннего макияжа от блогера и стилиста Софи Балябиной 

Реклама. ООО «Екатеринбург Яблоко». ИНН 6670381056. Erid: 2VSb5wqGqAY",174622,145,74,"{""ReactionEmoji(emoticon='❤')"": 612, 'ReactionCustomEmoji(document_id=5341831468064727862)': 268, ""ReactionEmoji(emoticon='😍')"": 127, ""ReactionEmoji(emoticon='🔥')"": 82, ""ReactionEmoji(emoticon='👍')"": 60, ""ReactionEmoji(emoticon='⚡')"": 23, ""ReactionEmoji(emoticon='😇')"": 18, ""ReactionEmoji(emoticon='😁')"": 16}",10,5,612,1206
18155,2025-04-13 11:26:06+00:00,"Стоимость этого консилера равна чашке большого капучино, а эффект — бесценен🩷 Посмотрите, как красиво он подсвечивает кожу и перекрывает темные круги под глазами!",115451,45,0,"{""ReactionEmoji(emoticon='❤')"": 616, ""ReactionEmoji(emoticon='👍')"": 158, ""ReactionEmoji(emoticon='🔥')"": 134, 'ReactionCustomEmoji(document_id=5343638107403087029)': 105, ""ReactionEmoji(emoticon='😍')"": 34, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='⚡')"": 16}",11,6,616,1081
18965,2025-05-29 12:10:15+00:00,"Добавить в интерьер эстетику прованса или позитивные детали?

Ответ: все сразу!

Ведь сейчас на товары для дома действует скидка до −50%: 

👉квадратная корзина Olala Home 
👉тарелка Le Coq  
👉полотенце Valerie Concept  
👉комплект постельного белья Волшебная Ночь
👉кружка Pozzi Milano 
👉фигурка Наруто Funko Pop!",93665,64,18,"{""ReactionEmoji(emoticon='❤')"": 446, 'ReactionCustomEmoji(document_id=5246778936951602392)': 167, ""ReactionEmoji(emoticon='🔥')"": 116, ""ReactionEmoji(emoticon='⚡')"": 55, ""ReactionEmoji(emoticon='👍')"": 28, ""ReactionEmoji(emoticon='😍')"": 23, ""ReactionEmoji(emoticon='😇')"": 21, ""ReactionEmoji(emoticon='😁')"": 20}",12,3,446,876
20432,2025-08-22 10:02:33+00:00,Бежим с подругами на бьюти-дни в Золотое Яблоко💄,87503,24,17,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 745, ""ReactionEmoji(emoticon='❤')"": 547, ""ReactionEmoji(emoticon='🔥')"": 211, ""ReactionEmoji(emoticon='😍')"": 96, ""ReactionEmoji(emoticon='👍')"": 23, ""ReactionEmoji(emoticon='😁')"": 21, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😇')"": 17}",10,4,547,1677
20557,2025-08-27 10:01:40+00:00,"Тестируем сухое масло для волос в спрее, который выпустил бренд Ollin⭐️

Согласитесь, уже интересно! Средство работает в нескольких направлениях: убирает пушистость, придает блеск, разглаживает и облегчает расчесывание. Наносить можно двумя способами: на влажные волосы на расстоянии 20-25 см перед укладкой или на сухие для дополнительного блеска. 

Уход никогда не был таким быстрым и простым... Мы наносили на сухие волосы. Блеска стало больше, при это эффекта утяжеления или жирности не появилось. 

Реклама",68921,121,23,"{""ReactionEmoji(emoticon='❤')"": 472, 'ReactionCustomEmoji(document_id=5294214784856649592)': 276, ""ReactionEmoji(emoticon='👍')"": 137, ""ReactionEmoji(emoticon='⚡')"": 47, ""ReactionEmoji(emoticon='🔥')"": 21, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='😇')"": 12}",10,2,472,992
18850,2025-05-24 09:20:59+00:00,"Сегодня обсуждаем уход за чувствительной кожей💖

Позвали косметолога Нарэ, чтобы она ответила на самые популярные вопросы и протестировала новинку Sisley!",90479,2,3,"{""ReactionEmoji(emoticon='❤')"": 393, 'ReactionCustomEmoji(document_id=5246778936951602392)': 153, ""ReactionEmoji(emoticon='🔥')"": 89, ""ReactionEmoji(emoticon='👍')"": 57, ""ReactionEmoji(emoticon='⚡')"": 11, ""ReactionEmoji(emoticon='😁')"": 6, ""ReactionEmoji(emoticon='😍')"": 6, ""ReactionEmoji(emoticon='😇')"": 6}",9,5,393,721
20786,2025-09-04 06:46:46+00:00,"Админа Золотого Яблока заметили в метро

Фото: Pinterest",99906,244,36,"{""ReactionEmoji(emoticon='❤')"": 3185, ""ReactionEmoji(emoticon='😁')"": 2015, 'ReactionCustomEmoji(document_id=5294214784856649592)': 1344, ""ReactionEmoji(emoticon='🔥')"": 291, ""ReactionEmoji(emoticon='👍')"": 102, ""ReactionEmoji(emoticon='😍')"": 91, ""ReactionEmoji(emoticon='⚡')"": 82, ""ReactionEmoji(emoticon='😇')"": 67}",6,3,3185,7177
19109,2025-06-04 09:32:06+00:00,"Постоянно включаем фронталку, чтобы полюбоваться новыми оттенками SHIKstudio Glossy Lip Oil🫦

Теперь масло-блеск для губ можно выбрать в ежевичном 07 и пудрово-розовом 06 вариантах. Обожаем использовать его в паре с любимым карандашом, так лип-комбо держится еще дольше! 

Плотная текстура масла тает на губах, дарит красивое зеркальное сияние и питает кожу.",154012,103,59,"{""ReactionEmoji(emoticon='❤')"": 737, 'ReactionCustomEmoji(document_id=5328140791657297056)': 225, ""ReactionEmoji(emoticon='🔥')"": 176, ""ReactionEmoji(emoticon='😍')"": 80, ""ReactionEmoji(emoticon='👍')"": 45, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='😇')"": 12, ""ReactionEmoji(emoticon='⚡')"": 1}",9,2,737,1290
19652,2025-07-11 13:25:14+00:00,"Показывайте в комментариях свою первую и последнюю покупку в Золотом Яблоке без номера заказа! 

А пока вы смотрите историю покупок, наши коллеги и ваш админы поделились своими историями. Ссылки на их заказы мы тоже оставили в комментариях📦",102452,71,297,"{""ReactionEmoji(emoticon='❤')"": 640, 'ReactionCustomEmoji(document_id=5408936677047570928)': 290, ""ReactionEmoji(emoticon='🔥')"": 147, ""ReactionEmoji(emoticon='😍')"": 51, ""ReactionEmoji(emoticon='👍')"": 24, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 11, ""ReactionEmoji(emoticon='⚡')"": 7}",13,4,640,1183
19101,2025-06-03 14:28:15+00:00,"Всем привет! Меня зовут Таня, я креативный директор Золотого Яблока в Middle East. Сегодня поделюсь с вами своими бьюти-фаворитами. 

Подробно о них рассказала в статье для Flacon Mag, а здесь оставлю ссылки: 

— микротоковый массажер L&L Skin 
— текстурайзер Davines
— уход для волос Sono 
— карандаш SHIK в оттенке Garda
— помада Clinique Black Honey
— патчи d’Alba 

Реклама",112044,111,25,"{""ReactionEmoji(emoticon='❤')"": 638, 'ReactionCustomEmoji(document_id=5328140791657297056)': 202, ""ReactionEmoji(emoticon='🔥')"": 193, ""ReactionEmoji(emoticon='😁')"": 76, ""ReactionEmoji(emoticon='👍')"": 39, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😇')"": 1}",14,1,638,1176
20969,2025-09-15 12:10:43+00:00,"+1 000 бонусов на карту лояльности💚
Решили сделать сюрприз и начисляем их всем-всем!
 
Бонусы придут сегодня в течение дня (по мск), начисление может пройти частями. Добавляйте в корзину всё для осенних мейков, восстанавливающий уход для лица, тела и волос, давно отложенный бьюти-гаджет, классное украшение или сумочку — используйте бонусы по полной. 

Бонусы можно потратить в магазинах и онлайн при покупке от 8 000 ₽ до 21 сентября включительно, потом они сгорят. Все подробности здесь.",115631,4601,443,"{""ReactionEmoji(emoticon='❤')"": 1228, ""ReactionEmoji(emoticon='🔥')"": 465, 'ReactionCustomEmoji(document_id=5294214784856649592)': 325, ""ReactionEmoji(emoticon='😍')"": 192, ""ReactionEmoji(emoticon='😁')"": 84, ""ReactionEmoji(emoticon='👍')"": 39, ""ReactionEmoji(emoticon='⚡')"": 22, ""ReactionEmoji(emoticon='😇')"": 17}",12,0,1228,2372
20098,2025-07-31 17:00:00+00:00,"Дарим набор ухода для волос RAD 🖤

В каждый бокс положили все что нужно для красивых локонов: шампунь, кондиционер, термозащитный спрей, сухой шампунь, увлажняющую маску, пасту для волос, расческу и заколки! 

Чтобы получить шанс выиграть:

— подписывайся на каналы @goldapple и @rad_not_bad;
— нажимай на кнопку «участвую» ниже; 
— отправляй друзьям, которые тоже хотели бы проверить удачу и ставь реакции на посты, чтобы мы делали больше таких конкурсов!

* Принимая участие в конкурсе, ты даешь согласие на публикацию активной ссылки на свой аккаунт в случае победы.

Наш бот автоматически выберет 5 победителей 7 августа, их ники появятся в тексте этого поста. Участвует вся Россия.

Конкурс завершен в 07.08.2025 14:00 МСК
Всего участников: 19317
Поздравляем победителей: 
Ника - @Kisulya_kisa
Натали - @miupiv
Allо Sveta - @Allomadam
Ирина - @OstapovaIris
sasha - @sassshhaa",100404,1975,3,"{""ReactionEmoji(emoticon='❤')"": 2572, 'ReactionCustomEmoji(document_id=5408936677047570928)': 915, ""ReactionEmoji(emoticon='😍')"": 723, ""ReactionEmoji(emoticon='⚡')"": 280, ""ReactionEmoji(emoticon='🔥')"": 128, ""ReactionEmoji(emoticon='👍')"": 93, ""ReactionEmoji(emoticon='😇')"": 57, ""ReactionEmoji(emoticon='😁')"": 54}",17,3,2572,4822
19158,2025-06-08 13:35:17+00:00,"Именно он придумал выражение bad hair day («день плохих волос») и создал культовую маску Elasticizer для Одри Хепберн⭐️

Это «волшебник по прическам» — английский трихолог Филип Кингсли, про которого писали New York Times, Vogue, The Sunday Times. В 1953 году он создал бренд Philip Kingsley, один из ведущих в области средств по уходу и лечению кожи головы и волос. 

Их оценила не только Одри, но и голливудские звезды Кейт Бланшетт, Гвинет Пэлтроу, Мик Джаггер и другие знаменитости. Попробуй эти хиты со скидками до −45%: 

— увлажняющая маска Elasticizer Extreme 
— увлажняющий шампунь Moisture Balancing 
— увлажняющий кондиционер Moisture Balancing
— масло для укрепления волос Bond Builder Shield 
— спрей для прикорневого объема Maximizer 

Реклама",105626,101,11,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 435, ""ReactionEmoji(emoticon='❤')"": 329, ""ReactionEmoji(emoticon='🔥')"": 119, ""ReactionEmoji(emoticon='😁')"": 31, ""ReactionEmoji(emoticon='👍')"": 20, ""ReactionEmoji(emoticon='😍')"": 10, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😇')"": 9}",13,6,329,962
18378,2025-04-27 11:37:17+00:00,"— Да что ты заказываешь постоянно в Золотом Яблоке? 
— Шоколад...

Мы как раз нашли пару очень заманчивых шоколадных плиток French Kiss: одну розовую с кремово-ягодной начинкой, а вторую с пишмание — турецким десертом из воздушных сахарных нитей.

При покупке этих и других средств можно получить до 1 500 бонусов на карту клиента до 30 апреля💍

Реклама",108898,152,38,"{""ReactionEmoji(emoticon='❤')"": 629, 'ReactionCustomEmoji(document_id=5343638107403087029)': 324, ""ReactionEmoji(emoticon='🔥')"": 146, ""ReactionEmoji(emoticon='👍')"": 84, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='😁')"": 7}",11,6,629,1206
18115,2025-04-10 16:02:37+00:00,"Прошли наш новый бьюти-тест «Звездная карта» и вдохновились созвездием Таинственной Русалки, которое нам выпало🧜🏼‍♀️✨

Переходи по ссылке, чтобы получить промокод на шопинг и узнать, какое созвездие символизирует тебя. Для создания образа использовали эти продукты: 

— парфюмерная вода Vilhelm Parfumerie Chimilka
— палетка теней Romanovamakeup Sexy Eyeshadow Palette
— гель для бровей Infaillible Brow Lamination
— тушь Panorama
— помада Color Riche Les Nus

Реклама",141510,45,121,"{""ReactionEmoji(emoticon='❤')"": 638, ""ReactionEmoji(emoticon='👍')"": 210, ""ReactionEmoji(emoticon='⚡')"": 124, ""ReactionEmoji(emoticon='😍')"": 77, ""ReactionEmoji(emoticon='🔥')"": 26, 'ReactionCustomEmoji(document_id=5341436820699768952)': 12, ""ReactionEmoji(emoticon='😇')"": 10, ""ReactionEmoji(emoticon='😁')"": 8}",16,3,638,1105
19450,2025-06-27 11:54:10+00:00,"Встречай корейский парфюм RboW, который создал экс-директор арт-галереи🌟

Искусство так много для него значит, что он посвятил ему эти ароматы. В создании дизайна флаконов участвуют зарубежные художники, а запоминающиеся композиции создают парфюмеры с мировым именем. 

Ароматы представлены в мини-флаконах 30 мл с изображением-абстракцией. Их уже можно купить в Золотом Яблоке: 

— Monsoon: чашка горячего чая с черной смородиной 
— Atelier Chai: прогулка по Марракешу на закате",82780,168,8,"{""ReactionEmoji(emoticon='❤')"": 431, 'ReactionCustomEmoji(document_id=5294214784856649592)': 188, ""ReactionEmoji(emoticon='😍')"": 79, ""ReactionEmoji(emoticon='🔥')"": 43, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='😁')"": 23, ""ReactionEmoji(emoticon='⚡')"": 14, ""ReactionEmoji(emoticon='😇')"": 11}",11,4,431,814
18307,2025-04-24 10:31:59+00:00,"Когда он спросил, зачем мне очередной парфюм, который я уже заказала с промокодом ВЕСНА ✨

Действует до конца дня! 

Реклама",119585,101,47,"{""ReactionEmoji(emoticon='❤')"": 748, 'ReactionCustomEmoji(document_id=5343638107403087029)': 370, ""ReactionEmoji(emoticon='😁')"": 237, ""ReactionEmoji(emoticon='👍')"": 99, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='😇')"": 14, ""ReactionEmoji(emoticon='😍')"": 11}",10,3,748,1502
20131,2025-08-03 12:57:58+00:00,"Давно хотели научиться разбираться в парфюмерии? Не переживайте, это не так сложно, как может показаться. Читайте специальный выпуск Flacon Magazine — в нем все об ароматах 🩷

Немного о нотах:

🌟 Кашалоты и запах янтаря. Что такое амбра в духах

🌟 Это запах роскоши. Как кожа захватила парфюмерный мир

🌟 Тихая роскошь сумасшествия, или Почему все обожают Ganymede

🌟 Пион как миф. Парфюмеры — о единороге мира ароматов

🌟 Новая парфюмерная классика? Почему ветивер сейчас везде

🌟 Уд — это великая загадка парфюмерии, или Почему некоторые ароматы так дороги

🌟 Это шипровый аромат или фужерный? Вспоминаем историю и звучание

🌟 Это туалет пахнет или мои духи? Парфюмер — о фекальных нотах

Нестыдные вопросы о парфюмерии:

🌟 Как хранить духи и как понять, что они испортились

🌟 Чем парфюмерная вода отличается от туалетной?

🌟 Дымки, мисты и парфюмерная вода: нужен ли вам парфюм для волос

🌟 Совсем без шлейфа? Что нужно знать о твердых духах

🌟 «А почему эти духи на мне не пахнут?». Все про нашу кожу и ароматы

Бонус — подборка классных флаконов с ароматом чистоты!",98417,482,13,"{""ReactionEmoji(emoticon='❤')"": 498, 'ReactionCustomEmoji(document_id=5292238301036559394)': 211, ""ReactionEmoji(emoticon='🔥')"": 133, ""ReactionEmoji(emoticon='⚡')"": 41, ""ReactionEmoji(emoticon='👍')"": 35, ""ReactionEmoji(emoticon='😁')"": 15, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😇')"": 9}",12,6,498,956
19933,2025-07-24 12:36:09+00:00,"Делимся находками мужского ухода на каждый день — пересылай парню⚡️

▫️ Помада для волос Reuzel — чтобы сделать укладку будто только из барбершопа. Она фиксирует объем и оставляет шлейф сахарного рома.

▫️ Шампунь 3 в 1 American Crew — заменит гель для душа и не пересушит кожу и волосы. Есть два объема: 250 мл (в спортивную сумку) и 450 мл (для ванной).

▫️ Крем-бальзам Barbaro — за счет масел, пептидов шелка и протеинов пшеницы сделает бороду и лицо мягче. Бонус — аромат ветивера и бергамота.

▫️ Бальзам Proraso — не забыли и про тех, кто бреется. В составе есть витамин Е и бетаин, чтобы убрать раздражение после процедуры.

Реклама",76421,96,25,"{""ReactionEmoji(emoticon='❤')"": 591, 'ReactionCustomEmoji(document_id=5408936677047570928)': 217, ""ReactionEmoji(emoticon='😍')"": 128, ""ReactionEmoji(emoticon='🔥')"": 88, ""ReactionEmoji(emoticon='👍')"": 42, ""ReactionEmoji(emoticon='⚡')"": 22, ""ReactionEmoji(emoticon='😁')"": 16, ""ReactionEmoji(emoticon='😇')"": 14}",12,3,591,1118
18827,2025-05-23 06:47:21+00:00,"Обожаем, когда день начинается так🌟

Сургут, мы уже открыты! Ждем всех в ТРЦ Аура с 10:00 до 22:00. Совсем скоро состоится и праздничное открытие, следите за анонсами!",116863,675,127,"{""ReactionEmoji(emoticon='❤')"": 950, 'ReactionCustomEmoji(document_id=5246778936951602392)': 350, ""ReactionEmoji(emoticon='👍')"": 244, ""ReactionEmoji(emoticon='😍')"": 106, ""ReactionEmoji(emoticon='🔥')"": 61, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😇')"": 15, ""ReactionEmoji(emoticon='😁')"": 12}",6,4,950,1755
20442,2025-08-22 14:26:53+00:00,"Какой мейк нравится больше?

🧽 — Aura Beauty 
❤️ — Latte Makeup

Фото: Pinterest",79782,91,0,{},14,4,0,0
20467,2025-08-24 15:24:50+00:00,"Почти все хоть раз заполняли анкету дружбы 🤩🤩
                             🤩🤩

Расскажи, кто твоя лучшая подруга…
Какой твой любимый цвет…

Остановимся на втором вопросе подробнее, с помощью ауры в любимом цвете и канцелярии! По секрету, фавориты админов голубой и розовый (сразу видно, где чья эстетика). А какой твой любимый цвет?

ссылки на товары из подборки, как всегда, оставили в комментах🤩
                
Реклама.",76371,125,30,"{""ReactionEmoji(emoticon='❤')"": 554, 'ReactionCustomEmoji(document_id=5294214784856649592)': 285, ""ReactionEmoji(emoticon='😍')"": 122, ""ReactionEmoji(emoticon='⚡')"": 52, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='😇')"": 13}",15,6,554,1094
18475,2025-04-30 15:43:32+00:00,"Сегодня мы изучили Золотое Яблоко еще на 1% — рассказываем!

У нас появились новые бренды, среди которых и известный Adidas, и те, которые еще ждут знакомства. Сохраняйте и исследуйте вместе с нами:  

— мусс для укладки Sowell Studio
— ампульная лифтинг-сыворотка Dr. Oracle
— парфюмерная вода Tous
— кроссовки Adidas
— парфюмерная вода Stereotype
— детокс-напиток на каждый день Any Buddy*

* БАДы не являются лекарственным средством.

Реклама",92761,64,14,"{'ReactionCustomEmoji(document_id=5343638107403087029)': 461, ""ReactionEmoji(emoticon='❤')"": 294, ""ReactionEmoji(emoticon='😍')"": 113, ""ReactionEmoji(emoticon='👍')"": 81, ""ReactionEmoji(emoticon='🔥')"": 17, ""ReactionEmoji(emoticon='😁')"": 10, ""ReactionEmoji(emoticon='⚡')"": 8}",15,2,294,984
18039,2025-04-05 14:24:35+00:00,"Плюс весенний вайб ✨

Именно такое настроение было, когда делали этот макияж. Использовали палетку и жидкие тени RAD. Получилось очень нежно, воздушно и сияюще.  

❤️ — если сделали бы себе такой! 

Реклама. ООО «Екатеринбург Яблоко», ИНН 6670381056. Erid: 2VSb5yZd7sv",147560,78,75,"{""ReactionEmoji(emoticon='❤')"": 975, 'ReactionCustomEmoji(document_id=5341831468064727862)': 344, ""ReactionEmoji(emoticon='👍')"": 213, ""ReactionEmoji(emoticon='🔥')"": 79, ""ReactionEmoji(emoticon='⚡')"": 23, ""ReactionEmoji(emoticon='😍')"": 19, ""ReactionEmoji(emoticon='😁')"": 17, ""ReactionEmoji(emoticon='😇')"": 14}",14,5,975,1684
